datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,wday,hour,registered_prevPred_4,registered_prevPred_3,registered_prevPred_2,registered_prevPred_1,casual_prevPred_4,casual_prevPred_3,casual_prevPred_2,casual_prevPred_1,count_prevPred_4,count_prevPred_3,count_prevPred_2,count_prevPred_1
2011-01-01 10:00:00,1,1,1,1,15.58,19.695,76,16.9979,2.56494935746154,3.2188758248682,3.61091791264422,2011,1,1,7,10,0,1.09861228866811,2.07944154167984,1.94591014905531,1.09861228866811,0.693147180559945,0.693147180559945,2.19722457733622,1.09861228866811,1.38629436111989,2.19722457733622,2.70805020110221
2011-01-01 11:00:00,1,1,1,1,14.76,16.665,81,19.0012,3.29583686600433,3.43398720448515,4.04305126783455,2011,1,1,7,11,1.09861228866811,2.07944154167984,1.94591014905531,3.2188758248682,0.693147180559945,0.693147180559945,2.19722457733622,2.56494935746154,1.38629436111989,2.19722457733622,2.70805020110221,3.61091791264422
2011-01-01 12:00:00,1,1,1,1,17.22,21.21,77,19.0012,3.40119738166216,4.02535169073515,4.44265125649032,2011,1,1,7,12,2.07944154167984,1.94591014905531,3.2188758248682,3.43398720448515,0.693147180559945,2.19722457733622,2.56494935746154,3.29583686600433,2.19722457733622,2.70805020110221,3.61091791264422,4.04305126783455
2011-01-01 13:00:00,1,1,1,2,18.86,22.725,72,19.9995,3.87120101090789,3.87120101090789,4.55387689160054,2011,1,1,7,13,1.94591014905531,3.2188758248682,3.43398720448515,4.02535169073515,2.19722457733622,2.56494935746154,3.29583686600433,3.40119738166216,2.70805020110221,3.61091791264422,4.04305126783455,4.44265125649032
2011-01-01 14:00:00,1,1,1,2,18.86,22.725,72,19.0012,3.58351893845611,4.27666611901606,4.67282883446191,2011,1,1,7,14,3.2188758248682,3.43398720448515,4.02535169073515,3.87120101090789,2.56494935746154,3.29583686600433,3.40119738166216,3.87120101090789,3.61091791264422,4.04305126783455,4.44265125649032,4.55387689160054
2011-01-01 15:00:00,1,1,1,2,18.04,21.97,77,19.9995,3.71357206670431,4.26267987704132,4.70953020131233,2011,1,1,7,15,3.43398720448515,4.02535169073515,3.87120101090789,4.27666611901606,3.29583686600433,3.40119738166216,3.87120101090789,3.58351893845611,4.04305126783455,4.44265125649032,4.55387689160054,4.67282883446191
2011-01-01 16:00:00,1,1,1,2,17.22,21.21,82,19.9995,3.73766961828337,3.97029191355212,4.54329478227,2011,1,1,7,16,4.02535169073515,3.87120101090789,4.27666611901606,4.26267987704132,3.40119738166216,3.87120101090789,3.58351893845611,3.71357206670431,4.44265125649032,4.55387689160054,4.67282883446191,4.70953020131233
2011-01-01 17:00:00,1,1,1,2,18.04,21.97,82,19.0012,2.77258872223978,3.97029191355212,4.21950770517611,2011,1,1,7,17,3.87120101090789,4.27666611901606,4.26267987704132,3.97029191355212,3.87120101090789,3.58351893845611,3.71357206670431,3.73766961828337,4.55387689160054,4.67282883446191,4.70953020131233,4.54329478227
2011-01-01 18:00:00,1,1,1,3,17.22,21.21,88,16.9979,2.30258509299405,3.29583686600433,3.58351893845611,2011,1,1,7,18,4.27666611901606,4.26267987704132,3.97029191355212,3.97029191355212,3.58351893845611,3.71357206670431,3.73766961828337,2.77258872223978,4.67282883446191,4.70953020131233,4.54329478227,4.21950770517611
2011-01-01 19:00:00,1,1,1,3,17.22,21.21,88,16.9979,1.94591014905531,3.46573590279973,3.63758615972639,2011,1,1,7,19,4.26267987704132,3.97029191355212,3.97029191355212,3.29583686600433,3.71357206670431,3.73766961828337,2.77258872223978,2.30258509299405,4.70953020131233,4.54329478227,4.21950770517611,3.58351893845611
2011-01-01 20:00:00,1,1,1,2,16.4,20.455,87,16.9979,2.484906649788,3.25809653802148,3.61091791264422,2011,1,1,7,20,3.97029191355212,3.97029191355212,3.29583686600433,3.46573590279973,3.73766961828337,2.77258872223978,2.30258509299405,1.94591014905531,4.54329478227,4.21950770517611,3.58351893845611,3.63758615972639
2011-01-01 21:00:00,1,1,1,2,16.4,20.455,87,12.998,1.38629436111989,3.46573590279973,3.55534806148941,2011,1,1,7,21,3.97029191355212,3.29583686600433,3.46573590279973,3.25809653802148,2.77258872223978,2.30258509299405,1.94591014905531,2.484906649788,4.21950770517611,3.58351893845611,3.63758615972639,3.61091791264422
2011-01-01 22:00:00,1,1,1,2,16.4,20.455,94,15.0013,2.484906649788,2.89037175789616,3.36729582998647,2011,1,1,7,22,3.29583686600433,3.46573590279973,3.25809653802148,3.46573590279973,2.30258509299405,1.94591014905531,2.484906649788,1.38629436111989,3.58351893845611,3.63758615972639,3.61091791264422,3.55534806148941
2011-01-01 23:00:00,1,1,1,2,18.86,22.725,88,19.9995,2.77258872223978,3.2188758248682,3.68887945411394,2011,1,1,7,23,3.46573590279973,3.25809653802148,3.46573590279973,2.89037175789616,1.94591014905531,2.484906649788,1.38629436111989,2.484906649788,3.63758615972639,3.61091791264422,3.55534806148941,3.36729582998647
2011-01-02 00:00:00,1,1,1,2,18.86,22.725,88,19.9995,1.6094379124341,2.63905732961526,2.89037175789616,2011,1,2,1,0,3.25809653802148,3.46573590279973,2.89037175789616,3.2188758248682,2.484906649788,1.38629436111989,2.484906649788,2.77258872223978,3.61091791264422,3.55534806148941,3.36729582998647,3.68887945411394
2011-01-02 01:00:00,1,1,1,2,18.04,21.97,94,16.9979,0.693147180559945,2.83321334405622,2.89037175789616,2011,1,2,1,1,3.46573590279973,2.89037175789616,3.2188758248682,2.63905732961526,1.38629436111989,2.484906649788,2.77258872223978,1.6094379124341,3.55534806148941,3.36729582998647,3.68887945411394,2.89037175789616
2011-01-02 02:00:00,1,1,1,2,17.22,21.21,100,19.0012,0.693147180559945,2.19722457733622,2.30258509299405,2011,1,2,1,2,2.89037175789616,3.2188758248682,2.63905732961526,2.83321334405622,2.484906649788,2.77258872223978,1.6094379124341,0.693147180559945,3.36729582998647,3.68887945411394,2.89037175789616,2.89037175789616
2011-01-02 03:00:00,1,1,1,2,18.86,22.725,94,12.998,1.09861228866811,1.6094379124341,1.94591014905531,2011,1,2,1,3,3.2188758248682,2.63905732961526,2.83321334405622,2.19722457733622,2.77258872223978,1.6094379124341,0.693147180559945,0.693147180559945,3.68887945411394,2.89037175789616,2.89037175789616,2.30258509299405
2011-01-02 04:00:00,1,1,1,2,18.86,22.725,94,12.998,1.09861228866811,0.693147180559945,1.38629436111989,2011,1,2,1,4,2.63905732961526,2.83321334405622,2.19722457733622,1.6094379124341,1.6094379124341,0.693147180559945,0.693147180559945,1.09861228866811,2.89037175789616,2.89037175789616,2.30258509299405,1.94591014905531
2011-01-02 06:00:00,1,1,1,3,17.22,21.21,77,19.9995,0,1.09861228866811,1.09861228866811,2011,1,2,1,6,1.49993655677676,2.19722457733622,1.6094379124341,0.693147180559945,0.963457252632055,0.693147180559945,1.09861228866811,1.09861228866811,1.87826320105642,2.30258509299405,1.94591014905531,1.38629436111989
2011-01-02 07:00:00,1,1,1,2,16.4,20.455,76,12.998,0,0.693147180559945,0.693147180559945,2011,1,2,1,7,1.13373246055405,1.6094379124341,0.693147180559945,1.09861228866811,0.732408192445407,1.09861228866811,1.09861228866811,0,1.47693893294777,1.94591014905531,1.38629436111989,1.09861228866811
2011-01-02 08:00:00,1,1,1,3,16.4,20.455,71,15.0013,0,2.19722457733622,2.19722457733622,2011,1,2,1,8,0.828302216596,0.693147180559945,1.09861228866811,0.693147180559945,0.366204096222703,1.09861228866811,0,0,1.05935127678265,1.38629436111989,1.09861228866811,0.693147180559945
2011-01-02 09:00:00,1,1,1,2,15.58,19.695,76,15.0013,0.693147180559945,2.99573227355399,3.04452243772342,2011,1,2,1,9,1.32966134885476,1.09861228866811,0.693147180559945,2.19722457733622,0,0,0,0,1.32966134885476,1.09861228866811,0.693147180559945,2.19722457733622
2011-01-02 10:00:00,1,1,1,2,14.76,17.425,81,15.0013,2.07944154167984,3.85014760171006,3.98898404656427,2011,1,2,1,10,1.09861228866811,0.693147180559945,2.19722457733622,2.99573227355399,0,0,0,0.693147180559945,1.09861228866811,0.693147180559945,2.19722457733622,3.04452243772342
2011-01-02 11:00:00,1,1,1,2,14.76,16.665,71,16.9979,2.83321334405622,4.00733318523247,4.26267987704132,2011,1,2,1,11,0.693147180559945,2.19722457733622,2.99573227355399,3.85014760171006,0,0,0.693147180559945,2.07944154167984,0.693147180559945,2.19722457733622,3.04452243772342,3.98898404656427
2011-01-02 12:00:00,1,1,1,2,14.76,16.665,66,19.9995,3.04452243772342,4.30406509320417,4.54329478227,2011,1,2,1,12,2.19722457733622,2.99573227355399,3.85014760171006,4.00733318523247,0,0.693147180559945,2.07944154167984,2.83321334405622,2.19722457733622,3.04452243772342,3.98898404656427,4.26267987704132
2011-01-02 13:00:00,1,1,1,2,14.76,17.425,66,8.9981,2.484906649788,4.17438726989564,4.33073334028633,2011,1,2,1,13,2.99573227355399,3.85014760171006,4.00733318523247,4.30406509320417,0.693147180559945,2.07944154167984,2.83321334405622,3.04452243772342,3.04452243772342,3.98898404656427,4.26267987704132,4.54329478227
2011-01-02 14:00:00,1,1,1,3,14.76,17.425,76,12.998,1.6094379124341,4.02535169073515,4.0943445622221,2011,1,2,1,14,3.85014760171006,4.00733318523247,4.30406509320417,4.17438726989564,2.07944154167984,2.83321334405622,3.04452243772342,2.484906649788,3.98898404656427,4.26267987704132,4.54329478227,4.33073334028633
2011-01-02 15:00:00,1,1,1,3,13.94,16.665,81,11.0014,2.99573227355399,4.02535169073515,4.31748811353631,2011,1,2,1,15,4.00733318523247,4.30406509320417,4.17438726989564,4.02535169073515,2.83321334405622,3.04452243772342,2.484906649788,1.6094379124341,4.26267987704132,4.54329478227,4.33073334028633,4.0943445622221
2011-01-02 16:00:00,1,1,1,3,13.94,16.665,71,11.0014,2.30258509299405,4.21950770517611,4.34380542185368,2011,1,2,1,16,4.30406509320417,4.17438726989564,4.02535169073515,4.02535169073515,3.04452243772342,2.484906649788,1.6094379124341,2.99573227355399,4.54329478227,4.33073334028633,4.0943445622221,4.31748811353631
2011-01-02 17:00:00,1,1,1,1,13.94,16.665,57,12.998,2.07944154167984,4.07753744390572,4.18965474202643,2011,1,2,1,17,4.17438726989564,4.02535169073515,4.02535169073515,4.21950770517611,2.484906649788,1.6094379124341,2.99573227355399,2.30258509299405,4.33073334028633,4.0943445622221,4.31748811353631,4.34380542185368
2011-01-02 18:00:00,1,1,1,2,14.76,16.665,46,22.0028,2.39789527279837,3.78418963391826,3.98898404656427,2011,1,2,1,18,4.02535169073515,4.02535169073515,4.21950770517611,4.07753744390572,1.6094379124341,2.99573227355399,2.30258509299405,2.07944154167984,4.0943445622221,4.31748811353631,4.34380542185368,4.18965474202643
2011-01-02 19:00:00,1,1,1,1,13.12,14.395,42,30.0026,0.693147180559945,3.40119738166216,3.43398720448515,2011,1,2,1,19,4.02535169073515,4.21950770517611,4.07753744390572,3.78418963391826,2.99573227355399,2.30258509299405,2.07944154167984,2.39789527279837,4.31748811353631,4.34380542185368,4.18965474202643,3.98898404656427
2011-01-02 20:00:00,1,1,1,1,12.3,13.635,39,23.9994,1.79175946922805,2.89037175789616,3.13549421592915,2011,1,2,1,20,4.21950770517611,4.07753744390572,3.78418963391826,3.40119738166216,2.30258509299405,2.07944154167984,2.39789527279837,0.693147180559945,4.34380542185368,4.18965474202643,3.98898404656427,3.43398720448515
2011-01-02 21:00:00,1,1,1,1,10.66,11.365,44,22.0028,2.484906649788,3.04452243772342,3.46573590279973,2011,1,2,1,21,4.07753744390572,3.78418963391826,3.40119738166216,2.89037175789616,2.07944154167984,2.39789527279837,0.693147180559945,1.79175946922805,4.18965474202643,3.98898404656427,3.43398720448515,3.13549421592915
2011-01-02 22:00:00,1,1,1,1,9.84,10.605,44,19.9995,0,2.30258509299405,2.30258509299405,2011,1,2,1,22,3.78418963391826,3.40119738166216,2.89037175789616,3.04452243772342,2.39789527279837,0.693147180559945,1.79175946922805,2.484906649788,3.98898404656427,3.43398720448515,3.13549421592915,3.46573590279973
2011-01-02 23:00:00,1,1,1,1,9.02,11.365,47,11.0014,0,2.19722457733622,2.19722457733622,2011,1,2,1,23,3.40119738166216,2.89037175789616,3.04452243772342,2.30258509299405,0.693147180559945,1.79175946922805,2.484906649788,0,3.43398720448515,3.13549421592915,3.46573590279973,2.30258509299405
2011-01-03 00:00:00,1,1,2,1,9.02,9.85,44,23.9994,0,1.79175946922805,1.79175946922805,2011,1,3,2,0,2.89037175789616,3.04452243772342,2.30258509299405,2.19722457733622,1.79175946922805,2.484906649788,0,0,3.13549421592915,3.46573590279973,2.30258509299405,2.19722457733622
2011-01-03 01:00:00,1,1,2,1,8.2,8.335,44,27.9993,0,1.09861228866811,1.09861228866811,2011,1,3,2,1,3.04452243772342,2.30258509299405,2.19722457733622,1.79175946922805,2.484906649788,0,0,0,3.46573590279973,2.30258509299405,2.19722457733622,1.79175946922805
2011-01-03 04:00:00,1,1,2,1,6.56,6.82,47,26.0027,0,0.693147180559945,0.693147180559945,2011,1,3,2,4,1.44518587894808,1.44518587894808,1.79175946922805,1.09861228866811,0,0,0,0,1.44518587894808,1.44518587894808,1.79175946922805,1.09861228866811
2011-01-03 05:00:00,1,1,2,1,6.56,6.82,47,19.0012,0,1.38629436111989,1.38629436111989,2011,1,3,2,5,0.895879734614027,0.895879734614027,1.09861228866811,0.693147180559945,0,0,0,0,0.895879734614027,0.895879734614027,1.09861228866811,0.693147180559945
2011-01-03 06:00:00,1,1,2,1,5.74,5.305,50,26.0027,0,3.43398720448515,3.43398720448515,2011,1,3,2,6,1.03972077083992,1.03972077083992,0.693147180559945,1.38629436111989,0,0,0,0,1.03972077083992,1.03972077083992,0.693147180559945,1.38629436111989
2011-01-03 07:00:00,1,1,2,1,5.74,6.82,50,12.998,0.693147180559945,4.15888308335967,4.17438726989564,2011,1,3,2,7,1.83780958205499,0.693147180559945,1.38629436111989,3.43398720448515,0,0,0,0,1.83780958205499,0.693147180559945,1.38629436111989,3.43398720448515
2011-01-03 08:00:00,1,1,2,1,5.74,6.06,50,19.0012,0.693147180559945,5.03695260241363,5.04342511691925,2011,1,3,2,8,0.693147180559945,1.38629436111989,3.43398720448515,4.15888308335967,0,0,0,0.693147180559945,0.693147180559945,1.38629436111989,3.43398720448515,4.17438726989564
2011-01-03 09:00:00,1,1,2,1,6.56,6.82,43,26.0027,2.07944154167984,4.40671924726425,4.48863636973214,2011,1,3,2,9,1.38629436111989,3.43398720448515,4.15888308335967,5.03695260241363,0,0,0.693147180559945,0.693147180559945,1.38629436111989,3.43398720448515,4.17438726989564,5.04342511691925
2011-01-03 10:00:00,1,1,2,1,7.38,8.335,43,16.9979,2.484906649788,3.52636052461616,3.80666248977032,2011,1,3,2,10,3.43398720448515,4.15888308335967,5.03695260241363,4.40671924726425,0,0.693147180559945,0.693147180559945,2.07944154167984,3.43398720448515,4.17438726989564,5.04342511691925,4.48863636973214
2011-01-03 11:00:00,1,1,2,1,8.2,9.09,40,22.0028,2.39789527279837,3.73766961828337,3.95124371858143,2011,1,3,2,11,4.15888308335967,5.03695260241363,4.40671924726425,3.52636052461616,0.693147180559945,0.693147180559945,2.07944154167984,2.484906649788,4.17438726989564,5.04342511691925,4.48863636973214,3.80666248977032
2011-01-03 12:00:00,1,1,2,1,9.02,10.605,35,19.9995,2.63905732961526,3.89182029811063,4.12713438504509,2011,1,3,2,12,5.03695260241363,4.40671924726425,3.52636052461616,3.73766961828337,0.693147180559945,2.07944154167984,2.484906649788,2.39789527279837,5.04342511691925,4.48863636973214,3.80666248977032,3.95124371858143
2011-01-03 13:00:00,1,1,2,1,9.84,10.605,35,19.0012,2.19722457733622,3.98898404656427,4.12713438504509,2011,1,3,2,13,4.40671924726425,3.52636052461616,3.73766961828337,3.89182029811063,2.07944154167984,2.484906649788,2.39789527279837,2.63905732961526,4.48863636973214,3.80666248977032,3.95124371858143,4.12713438504509
2011-01-03 14:00:00,1,1,2,1,10.66,12.12,30,19.0012,2.484906649788,4.20469261939097,4.35670882668959,2011,1,3,2,14,3.52636052461616,3.73766961828337,3.89182029811063,3.98898404656427,2.484906649788,2.39789527279837,2.63905732961526,2.19722457733622,3.80666248977032,3.95124371858143,4.12713438504509,4.12713438504509
2011-01-03 15:00:00,1,1,2,1,10.66,12.12,30,16.9979,2.70805020110221,4.07753744390572,4.29045944114839,2011,1,3,2,15,3.73766961828337,3.89182029811063,3.98898404656427,4.20469261939097,2.39789527279837,2.63905732961526,2.19722457733622,2.484906649788,3.95124371858143,4.12713438504509,4.12713438504509,4.35670882668959
2011-01-03 16:00:00,1,1,2,1,10.66,12.12,30,16.9979,2.30258509299405,4.21950770517611,4.34380542185368,2011,1,3,2,16,3.89182029811063,3.98898404656427,4.20469261939097,4.07753744390572,2.63905732961526,2.19722457733622,2.484906649788,2.70805020110221,4.12713438504509,4.12713438504509,4.35670882668959,4.29045944114839
2011-01-03 17:00:00,1,1,2,1,9.84,11.365,30,15.0013,2.484906649788,4.99043258677874,5.06259503302697,2011,1,3,2,17,3.98898404656427,4.20469261939097,4.07753744390572,4.21950770517611,2.19722457733622,2.484906649788,2.70805020110221,2.30258509299405,4.12713438504509,4.35670882668959,4.29045944114839,4.34380542185368
2011-01-03 18:00:00,1,1,2,1,9.84,12.88,32,7.0015,2.30258509299405,5.00394630594546,5.06259503302697,2011,1,3,2,18,4.20469261939097,4.07753744390572,4.21950770517611,4.99043258677874,2.484906649788,2.70805020110221,2.30258509299405,2.484906649788,4.35670882668959,4.29045944114839,4.34380542185368,5.06259503302697
2011-01-03 19:00:00,1,1,2,1,8.2,12.88,47,0,2.19722457733622,4.63472898822964,4.70953020131233,2011,1,3,2,19,4.07753744390572,4.21950770517611,4.99043258677874,5.00394630594546,2.70805020110221,2.30258509299405,2.484906649788,2.30258509299405,4.29045944114839,4.34380542185368,5.06259503302697,5.06259503302697
2011-01-03 20:00:00,1,1,2,1,8.2,11.365,47,7.0015,1.38629436111989,3.91202300542815,3.97029191355212,2011,1,3,2,20,4.21950770517611,4.99043258677874,5.00394630594546,4.63472898822964,2.30258509299405,2.484906649788,2.30258509299405,2.19722457733622,4.34380542185368,5.06259503302697,5.06259503302697,4.70953020131233
2011-01-03 21:00:00,1,1,2,1,7.38,9.85,64,8.9981,1.38629436111989,3.91202300542815,3.97029191355212,2011,1,3,2,21,4.99043258677874,5.00394630594546,4.63472898822964,3.91202300542815,2.484906649788,2.30258509299405,2.19722457733622,1.38629436111989,5.06259503302697,5.06259503302697,4.70953020131233,3.97029191355212
2011-01-03 22:00:00,1,1,2,1,5.74,7.575,69,8.9981,0,3.04452243772342,3.04452243772342,2011,1,3,2,22,5.00394630594546,4.63472898822964,3.91202300542815,3.91202300542815,2.30258509299405,2.19722457733622,1.38629436111989,1.38629436111989,5.06259503302697,4.70953020131233,3.97029191355212,3.97029191355212
2011-01-03 23:00:00,1,1,2,1,7.38,10.605,55,7.0015,0.693147180559945,2.484906649788,2.56494935746154,2011,1,3,2,23,4.63472898822964,3.91202300542815,3.91202300542815,3.04452243772342,2.19722457733622,1.38629436111989,1.38629436111989,0,4.70953020131233,3.97029191355212,3.97029191355212,3.04452243772342
2011-01-04 00:00:00,1,1,2,1,6.56,9.09,55,7.0015,0,1.79175946922805,1.79175946922805,2011,1,4,3,0,3.91202300542815,3.91202300542815,3.04452243772342,2.484906649788,1.38629436111989,1.38629436111989,0,0.693147180559945,3.97029191355212,3.97029191355212,3.04452243772342,2.56494935746154
2011-01-04 01:00:00,1,1,2,1,6.56,9.09,59,7.0015,0,1.09861228866811,1.09861228866811,2011,1,4,3,1,3.91202300542815,3.04452243772342,2.484906649788,1.79175946922805,1.38629436111989,0,0.693147180559945,0,3.97029191355212,3.04452243772342,2.56494935746154,1.79175946922805
2011-01-04 02:00:00,1,1,2,1,5.74,7.575,63,8.9981,0,0.693147180559945,0.693147180559945,2011,1,4,3,2,3.04452243772342,2.484906649788,1.79175946922805,1.09861228866811,0,0.693147180559945,0,0,3.04452243772342,2.56494935746154,1.79175946922805,1.09861228866811
2011-01-04 04:00:00,1,1,2,1,5.74,9.09,63,6.0032,0,1.09861228866811,1.09861228866811,2011,1,4,3,4,1.1945063128187,1.79175946922805,1.09861228866811,0.693147180559945,0,0,0,0,1.1945063128187,1.79175946922805,1.09861228866811,0.693147180559945
2011-01-04 05:00:00,1,1,2,1,4.92,7.575,68,7.0015,0,1.6094379124341,1.6094379124341,2011,1,4,3,5,0.963457252632055,1.09861228866811,0.693147180559945,1.09861228866811,0,0,0,0,0.963457252632055,1.09861228866811,0.693147180559945,1.09861228866811
2011-01-04 06:00:00,1,1,2,1,4.92,7.575,74,7.0015,0,3.61091791264422,3.61091791264422,2011,1,4,3,6,1.13373246055405,0.693147180559945,1.09861228866811,1.6094379124341,0,0,0,0,1.13373246055405,0.693147180559945,1.09861228866811,1.6094379124341
2011-01-04 07:00:00,1,1,2,1,4.92,7.575,74,8.9981,1.09861228866811,4.53259949315326,4.55387689160054,2011,1,4,3,7,2.10632270458214,1.09861228866811,1.6094379124341,3.61091791264422,0,0,0,0,2.10632270458214,1.09861228866811,1.6094379124341,3.61091791264422
2011-01-04 08:00:00,1,1,2,1,5.74,7.575,69,11.0014,1.09861228866811,5.18178355029209,5.19295685089021,2011,1,4,3,8,1.09861228866811,1.6094379124341,3.61091791264422,4.53259949315326,0,0,0,1.09861228866811,1.09861228866811,1.6094379124341,3.61091791264422,4.55387689160054
2011-01-04 09:00:00,1,1,2,1,6.56,7.575,64,15.0013,1.09861228866811,4.59511985013459,4.61512051684126,2011,1,4,3,9,1.6094379124341,3.61091791264422,4.53259949315326,5.18178355029209,0,0,1.09861228866811,1.09861228866811,1.6094379124341,3.61091791264422,4.55387689160054,5.19295685089021
2011-01-04 10:00:00,1,1,2,2,6.56,6.82,69,22.0028,1.79175946922805,3.63758615972639,3.76120011569356,2011,1,4,3,10,3.61091791264422,4.53259949315326,5.18178355029209,4.59511985013459,0,1.09861228866811,1.09861228866811,1.09861228866811,3.61091791264422,4.55387689160054,5.19295685089021,4.61512051684126
2011-01-04 11:00:00,1,1,2,1,9.02,10.605,51,19.9995,2.07944154167984,3.93182563272433,4.06044301054642,2011,1,4,3,11,4.53259949315326,5.18178355029209,4.59511985013459,3.63758615972639,1.09861228866811,1.09861228866811,1.09861228866811,1.79175946922805,4.55387689160054,5.19295685089021,4.61512051684126,3.76120011569356
2011-01-04 12:00:00,1,1,2,1,9.02,11.365,51,11.0014,2.56494935746154,4.20469261939097,4.36944785246702,2011,1,4,3,12,5.18178355029209,4.59511985013459,3.63758615972639,3.93182563272433,1.09861228866811,1.09861228866811,1.79175946922805,2.07944154167984,5.19295685089021,4.61512051684126,3.76120011569356,4.06044301054642
2011-01-04 13:00:00,1,1,2,1,9.84,11.365,56,12.998,2.94443897916644,4.38202663467388,4.58496747867057,2011,1,4,3,13,4.59511985013459,3.63758615972639,3.93182563272433,4.20469261939097,1.09861228866811,1.79175946922805,2.07944154167984,2.56494935746154,4.61512051684126,3.76120011569356,4.06044301054642,4.36944785246702
2011-01-04 14:00:00,1,1,2,1,10.66,12.88,52,15.0013,2.30258509299405,4.00733318523247,4.15888308335967,2011,1,4,3,14,3.63758615972639,3.93182563272433,4.20469261939097,4.38202663467388,1.79175946922805,2.07944154167984,2.56494935746154,2.94443897916644,3.76120011569356,4.06044301054642,4.36944785246702,4.58496747867057
2011-01-04 15:00:00,1,1,2,1,11.48,13.635,52,16.9979,2.89037175789616,3.89182029811063,4.18965474202643,2011,1,4,3,15,3.93182563272433,4.20469261939097,4.38202663467388,4.00733318523247,2.07944154167984,2.56494935746154,2.94443897916644,2.30258509299405,4.06044301054642,4.36944785246702,4.58496747867057,4.15888308335967
2011-01-04 16:00:00,1,1,2,1,12.3,14.395,49,16.9979,2.77258872223978,4.23410650459726,4.43081679884331,2011,1,4,3,16,4.20469261939097,4.38202663467388,4.00733318523247,3.89182029811063,2.56494935746154,2.94443897916644,2.30258509299405,2.89037175789616,4.36944785246702,4.58496747867057,4.15888308335967,4.18965474202643
2011-01-04 17:00:00,1,1,2,1,11.48,13.635,48,15.0013,2.39789527279837,5.31320597904179,5.36129216570943,2011,1,4,3,17,4.38202663467388,4.00733318523247,3.89182029811063,4.23410650459726,2.94443897916644,2.30258509299405,2.89037175789616,2.77258872223978,4.58496747867057,4.15888308335967,4.18965474202643,4.43081679884331
